RBC	RBC_Score	FBC	FBC_Score
RB11	100	NB89	77.242
RB09	100	unclassified	44.7749
RB12	100	NB24	100
RB12	100	unclassified	68.8136
RB12	77.265	unclassified	46.6497
RB12	91.6178	unclassified	38.6306
unclassified	42.2654		0
unclassified	50.5042		0
RB09	93.2261	NB25	100
RB09	100	NB83	85.678
RB12	94.8718	NB77	95.7735
RB10	71.4165	NB80	95.7519
unclassified	40.102		0
RB10	100	NB88	91.5541
RB10	100	unclassified	37.0653
unclassified	43.956		0
RB09	100	NB70	77.3537
RB12	100	NB21	87.8992
unclassified	47.2574		0
unclassified	40.8511		0
RB11	91.7797	unclassified	41.2511
unclassified	42.2654		0
unclassified	35.3782		0
unclassified	45.8974		0
RB10	95.8369	NB69	100
RB09	81.4032	NB39	83.9527
RB12	90.7795	NB54	100
unclassified	47.2527		0
RB10	89.0388	unclassified	45.5319
RB10	100	NB59	100
RB11	100	NB89	85.6176
RB10	100	NB62	100
unclassified	67.8783		0
RB09	100	NB70	95.9288
RB12	86.4957	NB83	90.7627
unclassified	61.4671		0
unclassified	40.8511		0
unclassified	43.956		0
unclassified	42.2654		0
RB09	100	NB39	100
unclassified	39.7295		0
RB09	100	NB64	100
unclassified	43.2773		0
RB10	100	NB83	76.4407
RB12	100	NB95	100
RB10	84.9618	unclassified	54.5148
RB10	100	NB93	100
RB10	87.3524	NB29	100
RB09	100	NB83	78.8136
RB10	90.8241	NB69	100
RB09	100	NB17	82.5719
unclassified	38.0222		0
RB09	83.9119	unclassified	44.6323
RB12	100	NB39	73.9865
RB10	100	NB56	87.447
RB10	100	unclassified	39.527
RB11	85.7143	NB35	87.7223
RB12	100	NB05	85.5319
unclassified	40.8511		0
unclassified	35.3441		0
RB10	87.774	unclassified	41.5268
RB09	100	unclassified	47.1586
RB12	94.8718	unclassified	43.75
unclassified	52.3932		0
RB10	95.9528	NB07	82.2034
unclassified	45.7143		0
RB10	100	NB44	95.7735
RB09	100	NB35	85.6054
unclassified	42.2654		0
unclassified	39.3068		0
RB11	75.678	unclassified	42.4552
RB11	100	NB09	100
unclassified	40.8511		0
RB10	90.7251	NB07	100
RB11	100	NB45	100
RB10	100	NB61	90.7705
RB09	100	NB35	100
RB12	100	NB72	78.3305
RB11	100	NB14	78.8983
unclassified	33.8148		0
RB11	100	NB14	85.678
unclassified	51.6484		0
RB12	71.1111	unclassified	41.2362
RB10	100	NB45	91.6102
RB09	76.5004	NB82	100
RB10	100	NB11	78.022
RB11	79.7458	NB22	100
unclassified	50.2131		0
RB09	100	NB90	84.9873
unclassified	35.5802		0
RB10	100	NB15	100
RB09	85.6901	unclassified	39.6115
RB09	100	unclassified	41.8428
unclassified	44.7899		0
RB12	79.0444	NB76	100
RB11	100	NB37	100
RB09	100	NB06	100
RB10	100	unclassified	34.6577
RB10	94.941	unclassified	44.7749
RB12	100	unclassified	39.9832
RB12	95.8927	NB72	93.2546
RB09	95.9356	unclassified	35.5574
RB11	70.7523	NB02	100
RB09	94.9281	NB64	83.5304
RB10	83.5174	NB12	100
unclassified	49.8305		0
RB09	100	unclassified	36.2869
unclassified	34.0084		0
unclassified	40.1695		0
RB12	95.8927	NB04	100
RB11	100	NB36	100
RB10	84.8229	unclassified	34.6577
RB09	100	NB35	90.6859
RB09	85.7988	NB73	85.6777
RB10	90.6542	NB32	100
RB10	91.7587	NB87	100
unclassified	37.7853		0
RB11	84.9153	unclassified	39.6098
unclassified	37.7853		0
RB10	100	NB20	100
RB10	100	NB95	90.7549
RB12	100	unclassified	61.5772
unclassified	51.3924		0
RB09	72.1048	NB91	87.8276
RB10	81.5346	unclassified	38.2727
unclassified	42.2654		0
RB10	90.7251	unclassified	41.8862
unclassified	54.8904		0
RB10	90.7392	NB36	100
unclassified	40.8511		0
unclassified	41.5126		0
RB09	100	NB21	100
RB11	100	NB45	100
unclassified	69.2438		0
RB10	79.8482	NB35	100
RB10	79.3423	unclassified	46.6497
unclassified	42.437		0
RB09	87.7223	unclassified	41.4468
RB11	85.5932	unclassified	37.1064
RB10	91.7587	NB50	80.0169
RB10	100	NB44	100
RB09	94.9196	NB45	100
RB11	100	NB15	100
unclassified	37.2171		0
RB12	73.9316	unclassified	42.2034
RB09	75.1479	NB21	84.8739
RB11	79.0363	NB10	100
RB09	100	NB67	100
RB09	100	NB81	100
RB10	100	unclassified	42.9297
unclassified	36.4706		0
RB10	83.5174	NB02	78.4314
unclassified	47.1429		0
RB09	93.2375	unclassified	37.7664
RB12	100	NB08	100
RB10	100	NB44	81.5723
RB09	100	NB22	86.6949
RB12	94.9707	NB05	100
RB12	100	NB79	90.7251
unclassified	40.7376		0
RB11	100	NB95	100
RB09	83.9391	NB89	100
RB11	100	unclassified	35.5574
unclassified	68.9772		0
RB09	94.9281	NB55	100
RB12	100	NB67	100
RB09	91.8713	NB71	100
unclassified	41.4346		0
RB11	100	unclassified	38.0792
RB11	79.0363	unclassified	40.4742
unclassified	59.3462		0
RB09	95.7663	NB86	78.9966
RB11	100	unclassified	65.365
unclassified	40.5042		0
RB09	100	NB67	100
RB09	73.3277	unclassified	34.6577
unclassified	36.6894		0
RB12	95.7265	NB04	100
RB11	73.4573	NB15	100
RB11	85.7143	NB05	94.8936
RB09	86.7909	NB21	89.1597
RB12	75.7754	NB93	100
RB10	100	NB94	95.865
RB11	85.5932	NB52	100
RB09	95.9425	unclassified	41.9983
RB09	100	NB34	100
unclassified	51.1864		0
RB09	100	NB15	100
RB10	90.8241	NB50	87.6054
unclassified	41.7797		0
RB12	90.8634	NB56	100
RB11	91.7797	unclassified	34.6577
RB10	100	NB76	100
unclassified	38.7997		0
RB12	86.6723	NB67	100
unclassified	37.7853		0
RB09	82.6712	NB15	100
unclassified	38.1513		0
unclassified	32.1039		0
RB09	100	NB62	87.743
unclassified	40.0676		0
RB12	100	unclassified	48.0851
RB11	79.4915	NB14	84.7458
unclassified	40.8511		0
RB09	100	NB59	95.7301
RB09	100	NB14	100
RB12	85.7502	NB68	93.1799
RB10	100	NB14	100
unclassified	38.4681		0
RB09	100	unclassified	35.8108
RB10	100	NB68	71.185
unclassified	51.3924		0
unclassified	47.2527		0
unclassified	45.7143		0
unclassified	56.4957		0
RB11	100	NB72	84.1484
unclassified	65.0847		0
RB12	100	NB65	100
RB12	94.9707	NB04	82.5085
unclassified	40.1695		0
RB09	87.4049	NB51	100
unclassified	50.5042		0
unclassified	41.7797		0
unclassified	52.7966		0
RB11	91.6102	unclassified	41.9983
unclassified	41.6034		0
unclassified	46.9492		0
unclassified	37.2766		0
RB10	76.6442	NB14	100
RB11	71.5131	NB21	100
RB12	100	NB94	85.654
RB10	90.8938	unclassified	38.2779
RB12	100	unclassified	41.1665
RB11	95.8475	unclassified	45.4699
RB09	81.5723	NB74	71.4286
RB11	72.4429	NB14	90.8475
RB09	100	unclassified	38.6768
RB11	90.7627	NB49	93.2318
RB12	100	NB86	95.9184
RB09	77.3074	unclassified	34.7752
RB12	100	NB30	100
RB12	79.9665	unclassified	55.4615
RB09	73.3277	NB81	100
RB10	95.8369	NB86	95.9184
RB12	100	unclassified	37.7853
RB10	95.8369	NB94	100
RB12	75.7754	NB69	100
RB09	100	NB09	100
RB12	100	NB76	100
RB11	100	NB31	75.6139
unclassified	59.5726		0
unclassified	29.617		0
RB12	100	unclassified	44.4631
RB09	100	NB09	100
RB12	73.9316	NB30	100
RB09	100	NB41	100
RB09	100	NB80	100
unclassified	62.0456		0
RB12	100	unclassified	44.5957
RB09	100	NB55	100
RB09	100	NB66	85.7143
RB09	100	NB72	100
RB09	82.2485	NB47	100
RB09	100	NB80	100
RB09	100	NB54	95.7519
RB09	100	NB66	93.2773
unclassified	51.3924		0
unclassified	66.5538		0
RB11	100	NB47	100
RB09	73.3277	NB80	100
RB11	100	NB51	95.7806
unclassified	50.5892		0
RB11	100	NB26	100
RB11	100	unclassified	34.6577
RB10	100	NB15	100
unclassified	61.05		0
unclassified	50.2131		0
unclassified	42.2654		0
RB11	83.8983	NB25	100
RB09	81.7413	unclassified	69.5505
RB10	100	unclassified	40.3716
RB11	100	unclassified	37.5742
unclassified	42.2654		0
unclassified	55.5556		0
unclassified	41.2362		0
RB11	100	NB03	100
unclassified	51.1864		0
RB12	90.7795	NB82	100
RB10	100	NB51	100
unclassified	29.7479		0
RB10	95.9528	NB47	100
RB09	71.7189	NB84	100
unclassified	42.2654		0
unclassified	62.9915		0
RB10	100	NB68	83.5465
RB11	95.8475	NB47	100
RB09	100	NB20	100
unclassified	43.1933		0
RB10	100	unclassified	62.0339
RB12	80.5128	unclassified	47.2128
unclassified	40.8511		0
RB11	100	NB06	100
unclassified	38.0471		0
RB10	73.5245	NB31	100
RB11	76.3559	NB59	100
RB11	87.7119	NB03	100
RB09	100	NB44	90.7016
RB09	95.9356	unclassified	42.4061
unclassified	36.1345		0
RB10	100	NB43	72.3673
RB09	84.928	NB44	73.4573
RB12	100	NB93	100
RB12	90.8634	unclassified	39.2074
unclassified	45.3538		0
RB10	100	NB69	91.73
RB11	100	NB06	100
RB12	100	unclassified	39.6959
RB10	100	unclassified	47.973
unclassified	42.2654		0
RB11	73.6264	NB50	100
RB11	85.5932	unclassified	42.2034
RB10	100	unclassified	41.4903
unclassified	33.7003		0
unclassified	62.5632		0
unclassified	39.4958		0
unclassified	42.2654		0
RB12	73.9316	unclassified	36.3176
RB09	94.9196	unclassified	42.2297
RB11	100	NB02	100
RB09	100	NB73	73.1458
unclassified	42.2654		0
RB09	73.3277	NB64	100
RB09	100	NB44	100
RB10	100	unclassified	64.9108
RB11	100	NB59	100
unclassified	34.9153		0
unclassified	58.2557		0
RB12	82.3973	unclassified	42.5442
RB10	100	NB07	100
unclassified	42.2654		0
unclassified	45.1833		0
unclassified	40.8511		0
RB09	82.7265	unclassified	38.1234
unclassified	39.1489		0
RB11	100	unclassified	37.7853
RB12	94.8718	unclassified	38.8514
RB09	100	unclassified	43.0991
RB09	95.9425	NB49	100
unclassified	42.2654		0
RB10	91.7587	unclassified	41.2511
RB09	100	NB78	87.6596
RB09	73.3728	unclassified	42.605
RB09	100	NB95	83.1213
unclassified	60.8475		0
RB09	73.3277	unclassified	39.1194
RB10	100	NB07	100
RB11	100	unclassified	40.8129
RB09	70.6678	NB50	100
RB11	72.4429	NB93	94.9367
RB09	90.6859	unclassified	40.4561
unclassified	61.4733		0
RB10	84.0641	unclassified	69.3671
RB10	100	NB44	100
RB09	100	NB65	100
RB12	100	unclassified	41.9847
RB09	100	NB88	100
RB10	100	unclassified	47.2696
RB11	100	unclassified	62.1097
RB11	100	unclassified	38.8186
RB09	100	unclassified	39.9156
RB11	100	unclassified	37.9427
RB09	100	unclassified	40.3376
unclassified	40.7595		0
RB09	100	NB50	90.8094
RB10	100	NB61	100
RB10	90.7251	unclassified	35.9018
unclassified	55.9664		0
RB09	84.928	NB78	100
unclassified	54.359		0
unclassified	29.789		0
unclassified	40.8511		0
unclassified	41.4141		0
RB09	75.5292	NB68	81.3299
RB09	100	unclassified	65.7337
RB09	75.4861	NB76	100
unclassified	39.7295		0
unclassified	38.8889		0
RB12	100	unclassified	42.8936
unclassified	61.558		0
unclassified	62.8205		0
RB10	100	unclassified	42.6508
RB10	85.6661	unclassified	41.9983
unclassified	42.2654		0
unclassified	46.3025		0
unclassified	44.4255		0
RB10	86.6779	unclassified	44.6232
RB10	79.7639	unclassified	42.7848
unclassified	40.5907		0
RB10	95.9528	NB28	86.576
RB11	100	NB32	100
RB11	90.7016	unclassified	39.0203
RB09	90.6859	NB66	100
RB12	91.7016	NB62	81.5723
unclassified	41.7797		0
RB11	100	unclassified	41.9983
RB10	100	NB06	100
unclassified	64.5868		0
unclassified	58.2565		0
RB10	95.7519	unclassified	62.2992
RB11	100	NB95	100
RB10	74.4519	NB24	100
RB11	87.7966	NB69	94.9367
RB12	80.0503	unclassified	65.0847
unclassified	42.5768		0
RB10	82.4129	NB24	100
RB09	100	NB10	91.7587
RB11	82.7119	unclassified	35.5818
RB10	93.2031	NB82	74.6825
RB10	90.7251	NB06	95.865
unclassified	40.8511		0
RB12	100	unclassified	67.9661
RB09	100	NB13	87.7223
RB09	100	NB86	100
RB12	75.5556	NB38	100
RB11	100	NB41	100
unclassified	50.5042		0
RB10	100	NB46	100
RB10	100	NB68	81.3299
unclassified	36.4706		0
RB10	91.5038	NB06	100
RB11	100	unclassified	43.0743
RB09	78.4928	unclassified	37.934
unclassified	50.2131		0
RB10	83.5174	NB44	90.7016
RB09	100	unclassified	61.4539
unclassified	60.0855		0
RB09	73.3277	NB09	85.6298
RB10	100	unclassified	50.5504
RB09	100	NB10	100
RB11	85.6298	NB42	100
unclassified	64.2079		0
RB10	100	NB77	91.5469
RB11	86.6441	NB69	100
RB12	100	NB60	95.7735
unclassified	61.2849		0
RB11	100	NB20	100
RB12	100	NB61	100
RB11	100	NB05	80.5106
unclassified	67.4852		0
RB12	81.6429	unclassified	42.2654
RB10	85.6661	NB26	100
unclassified	43.0252		0
RB09	100	NB39	100
RB12	80.3419	NB46	95.8893
RB09	100	NB06	81.519
RB11	100	NB29	74.8731
RB10	95.7519	NB26	91.716
unclassified	49.5763		0
unclassified	36.4328		0
RB12	100	NB86	100
RB11	100	NB09	100
RB11	94.9281	NB93	83.3755
RB10	90.7392	NB49	80.6261
RB09	100	NB15	94.9324
RB10	100	unclassified	39.8986
RB09	100	NB38	100
RB09	100	unclassified	52.1151
unclassified	32.3529		0
RB12	100	unclassified	42.2654
RB11	100	NB21	100
RB11	85.5932	NB91	100
RB10	100	NB24	100
RB11	100	NB12	79.8826
RB10	100	NB58	100
RB09	100	NB87	83.6993
RB10	95.7841	NB49	100
RB10	83.5174	NB43	100
RB10	86.5093	unclassified	36.172
unclassified	51.9658		0
RB12	100	NB46	100
RB11	100	NB45	100
unclassified	37.109		0
RB12	91.7016	NB29	100
RB09	73.3277	NB65	90.7251
RB09	100	unclassified	66.3551
RB10	100	NB84	100
RB11	83.8983	unclassified	38.1956
unclassified	40.8511		0
RB09	79.1209	unclassified	40.3212
RB11	90.7627	NB04	100
RB10	83.5174	NB06	100
unclassified	51.3924		0
RB10	100	NB44	100
RB12	81.3675	NB86	72.7891
unclassified	42.2654		0
RB09	100	NB59	100
RB11	90.7016	NB13	100
RB10	85.7504	NB50	100
RB10	100	NB12	84.2414
RB09	100	unclassified	35.8909
RB12	100	NB28	95.7519
unclassified	51.9898		0
unclassified	40.8511		0
unclassified	41.5683		0
RB09	86.6215	unclassified	67.1717
RB10	83.5174	NB44	100
unclassified	31.3131		0
RB09	87.7223	NB43	86.5206
RB11	95.8475	NB91	100
unclassified	67.4852		0
RB12	90.7692	NB48	100
RB09	100	NB08	100
RB12	100	NB86	75.5102
RB09	95.9356	unclassified	39.0203
RB12	70.4274	NB17	100
RB09	100	unclassified	50.6372
RB12	95.8927	NB91	85.7988
RB11	100	NB62	100
RB10	100	unclassified	46.2838
RB11	100	unclassified	49.7036
RB12	100	unclassified	35.0297
RB10	100	NB69	100
unclassified	26.7343		0
RB10	78.4197	NB50	100
RB12	85.7502	NB05	100
RB09	100	unclassified	35.6351
RB09	87.7223	NB91	100
RB10	70.4333	NB45	100
RB10	100	NB48	100
unclassified	32.8283		0
RB09	100	NB08	100
RB12	100	unclassified	44.1998
unclassified	42.519		0
RB12	73.9316	NB83	95.7627
unclassified	52.7119		0
RB10	100	NB75	100
unclassified	36.2025		0
RB10	90.8094	unclassified	41.3851
RB12	90.6838	NB75	95.8615
RB09	90.6859	NB32	94.9109
unclassified	50.2131		0
RB09	81.5723	NB36	90.8085
RB11	91.7797	unclassified	47.9966
unclassified	40.8511		0
RB09	100	unclassified	35.3638
RB09	100	unclassified	44.9275
unclassified	45.1695		0
RB12	100	NB83	95.7627
unclassified	67.5402		0
RB10	100	NB59	91.4603
RB10	86.661	NB59	100
RB10	73.0185	unclassified	62.8814
RB09	100	unclassified	37.7872
RB10	100	NB77	71.4286
unclassified	42.4473		0
unclassified	50.2131		0
RB09	100	NB34	80.3922
RB10	76.3806	NB08	78.3122
unclassified	50.5042		0
RB11	100	NB25	100
unclassified	50.5042		0
RB11	100	unclassified	34.6577
RB09	90.8707	unclassified	41.1318
RB12	100	NB75	100
RB09	100	unclassified	40.3212
unclassified	36.5188		0
RB12	70.0754	NB47	100
RB11	85.7143	unclassified	60.475
unclassified	42.2654		0
RB09	100	NB67	100
unclassified	43.4454		0
RB09	100	unclassified	43.6441
RB10	100	NB61	85.6901
RB09	100	NB32	87.7014
unclassified	64.3339		0
unclassified	50.2131		0
RB09	95.7735	NB86	95.9184
RB12	100	unclassified	36.3331
RB09	100	NB49	100
RB09	100	unclassified	37.8401
unclassified	40.8511		0
RB12	82.5641	unclassified	44.3508
unclassified	59.9492		0
RB09	91.8713	NB36	100
RB10	100	NB55	100
RB11	100	NB75	100
unclassified	42.2654		0
unclassified	41.7797		0
RB09	100	NB82	90.7705
RB12	100	NB04	100
RB12	73.9316	NB76	100
RB10	100	NB07	94.9153
unclassified	40.8511		0
RB09	100	NB33	100
unclassified	46.5707		0
RB11	100	NB44	75.1479
RB09	100	NB80	71.198
RB10	95.7841	NB34	85.5925
RB10	100	unclassified	42.4958
RB11	100	unclassified	48.3221
unclassified	42.2654		0
unclassified	52.1592		0
RB09	100	NB81	89.899
RB09	100	NB35	100
RB09	94.9196	unclassified	52.8765
RB12	72.0513	NB57	91.5541
RB11	100	unclassified	34.6577
RB12	100	NB88	94.9324
RB12	100	NB46	94.9664
RB12	100	NB47	94.9367
RB10	74.2833	unclassified	46.3167
unclassified	42.2654		0
RB09	91.5469	unclassified	58.7234
RB09	82.5572	unclassified	43.2546
unclassified	64.6154		0
RB10	80.86	unclassified	35.9018
unclassified	65.339		0
RB10	95.7841	NB25	100
unclassified	41.8585		0
unclassified	52.437		0
RB10	91.7587	unclassified	67.2574
RB09	90.8552	NB35	100
unclassified	48.8215		0
RB09	83.9119	unclassified	43.6488
RB10	81.6189	NB03	86.5254
unclassified	61.4417		0
RB09	100	NB41	100
RB12	74.9371	unclassified	49.2791
RB10	94.9023	NB93	100
RB09	100	unclassified	61.9814
RB09	95.9425	NB70	100
RB10	100	NB02	100
RB09	95.9356	NB82	100
RB09	90.7705	NB40	100
RB10	91.5683	NB93	100
unclassified	51.9898		0
RB11	91.7797	unclassified	48.2612
RB10	100	NB61	100
RB12	80.3419	NB34	100
unclassified	50.5042		0
unclassified	50.5042		0
RB11	100	NB47	100
RB10	87.774	NB92	100
RB10	100	NB35	90.7705
unclassified	42.2654		0
RB11	91.7797	NB35	100
RB11	100	NB47	85.654
unclassified	48.0508		0
RB09	100	NB41	100
unclassified	64.6154		0
RB10	87.774	NB30	77.3457
unclassified	45.9664		0
unclassified	50.2131		0
RB10	87.774	NB04	100
RB11	94.9153	NB12	80.8047
RB12	87.4359	unclassified	49.6627
RB10	85.6661	NB17	75.2961
RB09	73.3277	NB25	100
unclassified	44.2455		0
RB10	100	NB32	87.447
RB10	100	NB52	100
RB09	90.6859	NB29	91.5398
unclassified	63.3362		0
unclassified	47.3109		0
unclassified	39.8319		0
RB09	100	NB56	100
RB09	100	NB73	94.8849
RB09	95.9356	NB78	91.8298
RB09	100	unclassified	47.4576
RB09	100	NB34	100
RB12	76.2393	NB28	100
unclassified	68.2472		0
RB10	87.6805	NB63	100
unclassified	36.2637		0
RB09	100	unclassified	36.172
unclassified	35.8539		0
RB11	100	NB64	100
RB10	87.7655	unclassified	63.6287
unclassified	40.8511		0
unclassified	54.9747		0
RB10	100	NB76	100
RB12	94.9707	NB28	100
RB09	73.3277	unclassified	34.6577
RB09	95.9425	NB87	100
unclassified	33.1092		0
RB09	100	unclassified	60.8142
RB09	87.6585	unclassified	52.5021
RB10	100	NB94	100
RB09	100	NB07	79.8305
RB10	90.8094	NB09	100
unclassified	42.2881		0
RB09	95.7735	NB78	100
unclassified	46.9941		0
unclassified	42.8331		0
unclassified	47.9832		0
RB10	78.4992	NB52	85.7385
RB11	91.716	NB23	85.7624
RB09	100	unclassified	69.7793
RB10	100	NB70	73.961
RB10	100	NB55	82.2731
unclassified	35.5462		0
RB09	100	NB30	100
RB09	100	NB69	85.654
unclassified	34.3195		0
RB12	100	NB32	100
RB10	91.7587	NB53	100
unclassified	46.492		0
RB10	100	NB09	100
RB09	100	unclassified	35.3041
RB12	100	NB04	100
unclassified	65.1771		0
RB10	100	NB07	100
RB10	94.9023	NB93	87.8481
RB11	100	unclassified	44.3787
RB12	100	NB43	100
RB12	100	NB77	95.7735
RB11	100	unclassified	38.7669
unclassified	42.4141		0
unclassified	42.2654		0
RB09	100	NB44	90.7016
RB12	100	NB27	72.5507
RB11	72.4429	NB14	100
RB09	100	NB44	90.8707
unclassified	42.2654		0
RB09	100	NB17	100
RB10	90.6542	NB66	77.479
RB10	91.5683	NB07	100
unclassified	30.4311		0
RB09	100	NB17	100
unclassified	55.4522		0
RB12	100	NB27	83.3615
RB09	100	unclassified	45.1365
RB10	90.8938	unclassified	55.5743
RB09	90.8707	unclassified	60.5241
unclassified	42.2654		0
RB12	100	unclassified	42.2979
RB09	100	unclassified	52.7613
unclassified	34.6801		0
RB12	70.4274	unclassified	50.1274
RB09	94.9281	NB34	89.0026
RB10	100	NB67	100
RB10	100	NB20	100
unclassified	33.7542		0
unclassified	61.0256		0
RB09	100	unclassified	34.6577
RB11	72.1893	NB89	100
RB10	100	NB34	85.5925
RB11	100	NB25	100
RB09	100	NB11	100
RB12	72.7578	unclassified	48.472
RB12	100	NB75	83.3615
RB09	87.6585	NB83	100
RB10	100	NB76	91.723
RB10	95.7841	unclassified	34.6577
RB10	94.9023	NB68	100
RB10	73.0671	unclassified	39.5939
RB09	100	NB34	100
unclassified	42.2654		0
RB11	100	unclassified	34.6284
RB12	100	NB80	83.3475
RB10	100	NB06	100
RB10	85.7264	unclassified	38.1757
unclassified	36.1345		0
RB12	100	unclassified	40.8284
RB11	100	unclassified	40.6997
RB09	83.7701	NB78	74.5532
unclassified	61.1966		0
unclassified	42.2654		0
RB11	100	NB23	75.5687
RB09	95.9356	NB68	95.8227
RB09	90.6859	NB72	100
unclassified	45.6155		0
unclassified	42.2654		0
RB10	94.9023	NB36	90.8085
RB12	73.9316	NB05	100
RB11	100	NB79	100
RB11	87.7119	NB82	100
RB11	100	NB51	95.7806
unclassified	41.7797		0
unclassified	42.2654		0
unclassified	42.2654		0
RB10	100	NB93	74.0928
RB11	91.7797	NB92	100
RB09	90.7705	NB34	85.5925
RB11	100	NB36	100
unclassified	36.6638		0
RB12	90.7795	NB36	100
unclassified	51.1864		0
unclassified	47.6596		0
RB11	100	NB35	100
RB12	73.2479	unclassified	46.9992
RB12	100	NB30	77.3457
RB09	100	unclassified	39.5798
RB10	91.7587	unclassified	43.7025
RB12	73.1624	NB36	87.7447
RB11	85.7143	NB36	80.8511
RB10	100	NB33	87.8173
unclassified	64.3339		0
RB12	100	NB52	100
RB10	91.7587	NB83	100
RB09	100	NB46	100
unclassified	56.8893		0
RB12	100	NB11	100
RB09	100	NB59	100
RB11	77.3729	NB25	100
RB12	100	NB91	100
RB11	100	NB38	78.1383
unclassified	42.2654		0
RB12	86.4957	NB47	100
RB09	91.5469	NB25	95.8404
RB12	100	NB80	100
RB11	100	unclassified	42.0561
RB09	95.9425	NB78	100
RB09	87.743	NB11	70.4142
RB10	94.9023	NB76	80.7432
RB09	87.6376	NB11	94.9281
unclassified	51.3924		0
RB09	91.8713	NB68	100
RB12	100	unclassified	34.8229
RB11	74.2373	NB09	100
RB10	81.0287	NB93	100
RB11	95.9322	NB42	100
unclassified	52.7473		0
unclassified	47.1429		0
RB10	100	NB76	100
RB12	87.6923	NB67	90.7485
RB11	85.7143	unclassified	43.6811
RB10	100	NB10	100
RB11	100	NB13	90.6859
RB09	100	NB76	73.4797
RB12	100	NB90	100
RB10	100	unclassified	46.3926
RB11	85.5932	NB06	100
RB10	82.4979	NB67	100
unclassified	64.7756		0
RB11	100	NB05	100
RB10	78.4992	unclassified	62.8717
RB09	100	unclassified	40.7282
RB12	73.9316	NB04	100
RB09	100	unclassified	42.4704
RB12	100	NB23	85.6782
RB11	87.7119	unclassified	34.6577
unclassified	36.766		0
unclassified	59.1906		0
RB10	90.7251	NB80	100
RB10	100	unclassified	45.3469
RB09	100	NB25	95.8404
unclassified	41.5126		0
RB11	100	unclassified	37.7646
RB09	74.0898	NB82	100
RB10	100	NB80	100
unclassified	42.2654		0
RB09	100	NB04	100
RB09	87.743	unclassified	37.5747
unclassified	37.2269		0
RB11	100	NB06	90.7173
RB10	100	unclassified	43.0756
RB12	100	unclassified	39.0059
RB09	100	NB62	85.6298
RB12	100	NB93	94.9367
RB09	100	NB41	100
unclassified	37.109		0
RB10	82.3777	NB67	100
unclassified	40.8511		0
unclassified	49.0756		0
RB12	95.8927	NB77	100
RB10	100	unclassified	39.527
RB09	71.6342	NB40	100
unclassified	44.2373		0
RB09	86.4751	NB71	90.8319
unclassified	36.4706		0
unclassified	41.1616		0
RB09	100	unclassified	45.5236
